date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:11:23	271747/271747	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:48:34%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/03/IMG-20240320-WA0045.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/03/IMG-20240320-WA0045.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:24	285807/285807	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:47:32%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/03/IMG-20240320-WA0037.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/03/IMG-20240320-WA0037.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:24	8217/8217	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:48:29%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/03/l1.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/03/l1.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:24	11548/11548	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:48:29%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/03/l2.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/03/l2.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:25	13920/13920	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:48:29%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/03/l3.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/03/l3.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:25	12637/12637	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:48:30%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/03/l4.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/03/l4.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:26	9733/9733	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:48:30%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/03/l5.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/03/l5.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:26	28938/28938	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2022/05/logo1.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2022/05/logo1.png	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:27	92397/92397	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202024%2003:17:56%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/chaty/js/cht-front-script.min.js?ver=3.31710954049	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/chaty/js/cht-front-script.min8003.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:27	2749/2749	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202024%2003:21:01%20GMT	https://www.satyainvisiblegrills.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.1.1	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.minb12b.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:28	24109/24109	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202024%2003:20:45%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min1576.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:28	5520/5520	---M--	200	added ('OK')	application/javascript	date:Wed,%2020%20Mar%202024%2014:35:08%20GMT	https://www.satyainvisiblegrills.com/wp-includes/js/imagesloaded.min.js?ver=5.0.0	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-includes/js/imagesloaded.minbb93.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:29	143709/143709	---M--	200	added ('OK')	application/javascript	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:30	23404/23404	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202024%2003:18:40%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.js?ver=3.12.3	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min0fca.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:30	6213/6213	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202024%2003:20:45%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.24.1	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.mina120.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:31	5350/5350	---M--	200	added ('OK')	application/javascript	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.27.7	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min7871.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:31	59749/59749	---M--	200	added ('OK')	application/javascript	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.27.7	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/js/frontend-modules.min7871.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:32	4776/4776	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Nov%202024%2019:21:17%20GMT	https://www.satyainvisiblegrills.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:32	9141/9141	---M--	200	added ('OK')	application/javascript	date:Tue,%2002%20Apr%202024%2020:05:14%20GMT	https://www.satyainvisiblegrills.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-includes/js/dist/i18n.minc33c.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:33	25050/25050	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202024%2003:20:45%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.24.1	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/js/frontend.mina120.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:33	21464/21464	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Apr%202025%2006:11:34%20GMT	https://www.satyainvisiblegrills.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:34	44252/44252	---M--	200	added ('OK')	application/javascript	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.27.7	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/js/frontend.min7871.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:35	42791/42791	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202024%2003:20:45%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.24.1	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.mina120.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:36	9/9	---M--	403	error ('Forbidden')	text/html	date:Sat,%2019%20Apr%202025%2018:41:37%20GMT	https://kit.fontawesome.com/763abb91dc.js?ver=3.24.1	D:/my%20projects/artt/kit.fontawesome.com/763abb91dc.54a120.delayed	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:37	185/185	---MC-	200	added ('OK')	text/plain	date:Sat,%2019%20Apr%202025%2018:41:38%20GMT	http://www.satyainvisiblegrills.com/robots.txt		(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:38	2463/2463	---MC-	200	added ('OK')	application/json	date:Sat,%2019%20Apr%202025%2018:41:38%20GMT	http://www.satyainvisiblegrills.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.satyainvisiblegrills.com%2F	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-json/oembed/1.0/embedc36a.json	(from http://www.satyainvisiblegrills.com/)
00:11:40	2640/2640	---MC-	200	added ('OK')	text/xml	date:Sat,%2019%20Apr%202025%2018:41:40%20GMT	http://www.satyainvisiblegrills.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.satyainvisiblegrills.com%2F&format=xml	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-json/oembed/1.0/embed0121	(from http://www.satyainvisiblegrills.com/)
00:11:40	74181/74181	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Sep%202024%2003:17:56%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/chaty/images/whatsapp.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/chaty/images/whatsapp.png	(from https://www.satyainvisiblegrills.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=3.31710954049)
00:11:41	78811/78811	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Sep%202024%2003:17:56%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/chaty/images/whatsapp-welcome-popup.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/chaty/images/whatsapp-welcome-popup.png	(from https://www.satyainvisiblegrills.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=3.31710954049)
00:11:41	656/656	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Sep%202024%2003:17:56%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/chaty/images/header-top.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/chaty/images/header-top.png	(from https://www.satyainvisiblegrills.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=3.31710954049)
00:11:42	427/427	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Sep%202024%2003:17:56%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/chaty/images/header-bottom.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/chaty/images/header-bottom.png	(from https://www.satyainvisiblegrills.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=3.31710954049)
00:11:43	221440/221440	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.35.0	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.eot	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
00:11:43	98056/98056	---M--	200	added ('OK')	font/woff2	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.35.0	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.woff2	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
00:11:43	120532/120532	---M--	200	added ('OK')	font/woff	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.35.0	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.woff	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
00:11:44	221280/221280	---M--	200	added ('OK')	font/ttf	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.35.0	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.ttf	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
00:11:45	334890/334890	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.35.0	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.svg	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
00:11:45	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:46	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:46	81612/81612	---M--	200	added ('OK')	font/woff2	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:47	97804/97804	---M--	200	added ('OK')	font/woff	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:47	151368/151368	---M--	200	added ('OK')	font/ttf	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:48	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:48	749223/749223	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:49	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:49	13276/13276	---M--	200	added ('OK')	font/woff2	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:50	16276/16276	---M--	200	added ('OK')	font/woff	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:50	33736/33736	---M--	200	added ('OK')	font/ttf	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:51	144714/144714	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:52	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:52	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:52	78196/78196	---M--	200	added ('OK')	font/woff2	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:53	101652/101652	---M--	200	added ('OK')	font/woff	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:54	202744/202744	---M--	200	added ('OK')	font/ttf	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:56	918991/918991	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.27.7)
00:11:56	394138/394138	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2013:10:38%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/04/banner3.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/04/banner3.jpg	(from https://www.satyainvisiblegrills.com/wp-content/uploads/elementor/css/post-4286.css?ver=1742032615)
00:11:56	123520/123520	---M--	200	added ('OK')	font/woff2	date:Sat,%2021%20Sep%202024%2003:18:40%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	(from https://www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.12.3)
00:11:57	294780/294780	---M--	200	added ('OK')	font/woff	date:Sat,%2021%20Sep%202024%2003:18:40%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	(from https://www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.12.3)
00:11:57	776099/776099	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2021%20Sep%202024%2003:18:40%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	(from https://www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.12.3)
00:11:58	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
00:11:58	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
00:11:59	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
00:11:59	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
